Ime;Višinska_razlika;Zahtevnost;Čas
Sveti Duh (Sveti Peter);250;lahka označena pot;75
Sveti Duh (Sveti Peter);275;lahka označena pot;90
Sveti Gregor na Dobravici;122;lahka neoznačena steza;25
Sveti Gregor na Slemenih;260;lahka označena pot;70
Sveti Hieronim;270;lahka označena pot;75
Sveti Hieronim;445;lahka označena pot;110
Sveti Hieronim;720;lahka označena pot;135
Sveti Hieronim;795;lahka označena pot;150
Sveti Hieronim;795;lahka označena pot;150
Sveti Hieronim;870;lahka označena pot;195
Sveti Hieronim;875;lahka označena pot;195
Sveti Janez Krstnik (Goropeke);210;lahka označena pot;40
Sveti Jožef (Mlečnik);55;lahka neoznačena steza;15
Sveti Kvirik;225;lahka označena pot;75
Sveti Kvirik;150;lahka označena pot;80
Sveti Kvirin na Paljevem;310;lahka neoznačena steza;65
Sveti Kvirin na Paljevem;236;lahka neoznačena steza;55
Sveti Lenart (Krvava Peč);700;delno zahtevna označena pot;180
Sveti Lenart (Krvava Peč);150;lahka označena pot;90
Sveti Lenart (Krvava Peč);50;lahka označena pot;60
Sveti Lenart (Krvava Peč);200;lahka označena pot;135
Sveti Lenart (Krvava Peč);200;lahka neoznačena steza;135
Sveti Lovrenc (Jezero);39;lahka neoznačena steza;5
Sveti Martin (Šilentabor);253;lahka označena pot;55
Sveti Martin (Šilentabor);300;lahka neoznačena steza;120
Sveti Martin (Šilentabor);230;lahka neoznačena steza;105
Sveti Martin (Šilentabor);157;lahka označena pot;30
Sveti Miklavž nad Vipavo;188;lahka označena pot;35
Sveti Miklavž nad Vipavo;300;lahka označena pot;65
Sveti Pavel (nad Ročinjem);223;lahka označena pot;45
Sveti Pavel (nad Ročinjem);218;lahka označena pot;40
Sveti Pavel (nad Ročinjem);212;lahka označena pot;35
Sveti Peter (Nad Ajbo);110;lahka neoznačena steza;50
Sveti Primož in Felicijan (Osredek);60;lahka označena pot;50
Sveti Rupert nad Drago;99;lahka neoznačena steza;20
Sveti Socerb (Artviže);115;lahka označena pot;60
Sveti Socerb (Artviže);470;lahka označena pot;135
Sveti Socerb (Artviže);275;lahka neoznačena steza;80
Sveti Socerb (Vipavska brda);380;lahka neoznačena steza;90
Sveti Socerb (Vipavska brda);35;lahka neoznačena steza;25
Sveti Štefan (Zanigrad);145;lahka označena pot;40
Sveti Štefan (Zanigrad);175;lahka neoznačena steza;50
Sveti Tomaž (Planinca);282;lahka označena pot;60
Sveti Tomaž (Planinca);282;lahka označena pot;50
Sveti Tomaž (Planinca);172;lahka označena pot;50
Sveti Urh (Zavratec);215;lahka označena pot;120
Sveti Urh (Zavratec);180;lahka označena pot;90
Sveti Urh (Zavratec);200;lahka označena pot;100
Sveti Vid (Vidovska planota);120;lahka označena pot;70
Sveti Vid (Vidovska planota);150;lahka označena pot;90
Sveti Vid (Vidovska planota);115;lahka označena pot;90
Tinjan;317;lahka označena pot;60
Tinjan;335;lahka označena pot;80
Tinjan;210;lahka označena pot;50
Tinjan;350;lahka označena pot;90
Tinjan;300;lahka označena pot;75
Tinjan;290;lahka neoznačena steza;70
Trenk;100;lahka označena pot;75
Tri učke;315;lahka neoznačena steza;135
Tri učke;175;lahka neoznačena steza;90
Tri učke;300;lahka neoznačena steza;110
Trinški vrh;175;lahka označena pot;60
Trinški vrh;230;lahka označena pot;55
Trstelj;243;lahka označena pot;50
Trstelj;263;lahka označena pot;40
Trstelj;400;lahka označena pot;120
Trstelj;200;lahka označena pot;35
Trstelj;725;lahka označena pot;240
Trstelj;600;lahka označena pot;120
Trstelj;370;lahka označena pot;120
Trstelj;660;lahka označena pot;180
Trstelj;675;lahka označena pot;190
Tupla jama;35;lahka neoznačena steza;20
Turn;825;lahka označena pot;180
Udornica Risnik;85;lahka označena pot;75
Ulovka;301;lahka označena pot;50
Ulovka;335;lahka označena pot;105
Ulovka;165;lahka označena pot;50
Unška koliševka;144;lahka neoznačena steza;30
Vanganelsko jezero;45;lahka označena pot;25
Velika Jazbina;361;delno zahtevna označena pot;60
Velika ledena jama v Paradani;70;lahka označena pot;35
Velika Milanja;199;lahka neoznačena steza;40
Velika Plešivica;375;lahka neoznačena steza, lahka označena pot;120
Velika Plešivica;148;lahka označena pot;25
Velika Špička;315;lahka označena pot;45
Velika Špička;350;lahka označena pot;60
Velika Špička;350;lahka označena pot;60
Velika Špička;115;lahka neoznačena steza;30
Veliki Gradež;275;lahka označena pot;90
Veliki Gradež;350;lahka označena pot;155
Veliki Gradež;160;lahka označena pot;45
Veliki hrib (kota 526);215;lahka označena pot;35
Veliki Javornik (Javorniki);718;lahka označena pot;120
Veliki Javornik (Javorniki);380;lahka označena pot;90
Veliki Javornik (Javorniki);630;lahka označena pot;140
Veliki Medvejk / Monte Orsario;119;lahka označena pot;150
Veliki Modrasovec;333;lahka označena pot;80
Veliki Modrasovec;478;lahka označena pot;95
Veliki Modrasovec;1200;lahka označena pot;170
Veliki Modrasovec;585;lahka označena pot;110
Veliki Modrasovec;1135;lahka označena pot;170
Veliki Modrasovec;1035;lahka označena pot;185
Veliki Modrasovec;1068;lahka označena pot;155
Veliki Rob;900;lahka označena pot;180
Veliki Rob;265;lahka označena pot;40
Veliki Rob;575;lahka označena pot;180
Veliki Rob;925;lahka označena pot;170
Veliki Rob;1270;lahka označena pot;255
Veliki Rob;975;lahka označena pot;190
Veliki Rob;1050;lahka označena pot;210
Veliki Rob;1080;lahka označena pot;215
Veliki Rob;620;delno zahtevna označena pot;180
Veliki Rob;1300;lahka neoznačena steza;260
Veliki vrh (Črni hribi);300;lahka označena pot;90
Veliki vrh (Črni hribi);215;lahka neoznačena steza;75
Veliki vrh (nad Lomom);530;lahka označena pot;160
Veliki vrh (nad Lomom);355;lahka označena pot;90
Veliki vrh (nad Lomom);400;lahka označena pot;110
Veliki vrh (nad Lomom);930;lahka označena pot;195
Veliko Cerje;33;lahka označena pot;5
Veliko Cerje;135;lahka neoznačena steza;75
Veliko Cerje;250;lahka neoznačena steza;115
Veliko Gradišče;262;lahka označena pot;45
Veliko Gradišče;300;lahka označena pot;60
Vitovski hrib;250;lahka označena pot;40
Vitovski hrib;204;lahka označena pot;30
Vitovski hrib;244;lahka označena pot;40
Vitovski hrib;535;lahka neoznačena steza;115
Vitovsko jezero;85;lahka označena pot;20
Vodice;150;lahka označena pot;45
Vodice;351;lahka neoznačena steza, lahka označena pot;80
Vodice;520;delno zahtevna označena pot;105
Vodice;370;lahka označena pot;90
Vodice;385;lahka neoznačena steza;90
Vodice;575;lahka označena pot;120
Vodice;595;lahka označena pot;125
Vodice;650;lahka neoznačena steza;140
Vodice;580;lahka neoznačena steza;130
Vodice;680;lahka neoznačena steza;150
Vodice;375;lahka neoznačena steza;75
Vojkova koča na Nanosu;665;lahka označena pot;140
Vojkova koča na Nanosu;665;delno zahtevna označena pot;105
Vojkova koča na Nanosu;500;lahka označena pot;105
Vojkova koča na Nanosu;380;lahka označena pot;120
Vojkova koča na Nanosu;651;lahka označena pot;105
Vojkova koča na Nanosu;650;lahka označena pot;135
Vojkova koča na Nanosu;1150;zelo zahtevna označena pot;270
Vojkova koča na Nanosu;665;lahka neoznačena steza;120
Vojkova koča na Nanosu;1150;zahtevna označena pot;270
Vojkova koča na Nanosu;1075;lahka označena pot;225
Vojkova koča na Nanosu;940;lahka označena pot;165
Vojkova koča na Nanosu;600;lahka označena pot;270
Vojkova koča na Nanosu;1100;lahka označena pot;225
Vojkova koča na Nanosu;1015;lahka označena pot;180
Vojkova koča na Nanosu;1015;lahka označena pot;180
Vojkova koča na Nanosu;740;lahka neoznačena steza, lahka označena pot;180
Volnik;350;lahka označena pot;90
Volovja reber;150;lahka neoznačena steza;60
Vremščica;500;lahka označena pot;105
Vremščica;427;lahka označena pot;90
Vremščica;375;lahka označena pot;75
Vremščica;500;lahka označena pot;120
Vremščica;535;lahka označena pot;100
Vremščica;750;lahka označena pot;195
Vremščica;600;lahka označena pot;120
Vremščica;637;lahka označena pot;150
Vrh;180;lahka neoznačena steza;45
Vrh križa;135;lahka označena pot;40
Vrh križa;225;lahka označena pot;95
Vrh križa;415;lahka označena pot;205
Vrh Skopice;175;lahka označena pot;80
Vrh Skopice;260;lahka neoznačena steza;50
Vrh Svetih Treh Kraljev;176;lahka označena pot;45
Vrh Svetih Treh Kraljev;350;lahka označena pot;85
Vrh Svetih Treh Kraljev;203;lahka označena pot;45
Vrh Svetih Treh Kraljev;350;lahka označena pot;90
Vrh Svetih Treh Kraljev;176;lahka označena pot;40
Vrh Svetih Treh Kraljev;511;lahka označena pot;150
Vrh Svetih Treh Kraljev;176;lahka označena pot;45
Vrh Svetih Treh Kraljev;260;lahka označena pot;100
Vrh Svetih Treh Kraljev;285;lahka označena pot;85
Vrtovka;450;lahka označena pot;140
Žalostna gora pri Preserju;100;lahka označena pot;30
Žalostna gora pri Preserju;77;lahka neoznačena steza;10
Zavetišče na Koradi;703;lahka označena pot;140
Zavetišče na Koradi;603;lahka označena pot;140
Zidovnik (Sedovnik);215;lahka neoznačena steza;60
Zjat;137;delno zahtevna označena pot;25
Zjat;340;delno zahtevna označena pot;100
Zjat;355;lahka neoznačena steza, delno zahtevna označena pot;65
Zjat;150;lahka neoznačena steza;80
Zjat;55;lahka označena pot;25
Županov vrh;210;lahka neoznačena steza;35
Županov vrh;150;lahka neoznačena steza;50
Županov vrh;210;lahka neoznačena steza;35
Županov vrh;193;lahka neoznačena steza;60
Županov vrh;220;lahka neoznačena steza;50
Županov vrh;215;lahka neoznačena steza;45
Ablanca;664;zahtevna neoznačena steza;140
Ablanca;700;zahtevna neoznačena steza;210
Ablanca;700;zahtevna neoznačena steza;160
Ablanca;1025;zahtevna neoznačena steza;215
Ablanca;840;zahtevna neoznačena steza;175
Ablanca;955;zahtevna neoznačena steza;195
Ablanca;1455;zahtevna neoznačena steza;280
Ablanca;1130;zahtevna neoznačena steza;215
Ablanca;1635;zahtevna neoznačena steza;300
Adam;865;lahko brezpotje;190
Ajdovski gradec;60;lahka označena pot;20
Ajdovski gradec;75;lahka neoznačena steza;40
Aljažev dom v Vratih;300;lahka označena pot;120
Batognica;1173;delno zahtevna označena pot;200
Batognica;1173;lahka označena pot;240
Batognica;1464;delno zahtevna označena pot;290
Batognica;1385;lahka označena pot;280
Batognica;1464;lahka neoznačena steza;285
Batognica;1765;lahka označena pot;425
Batognica;1770;lahka označena pot;360
Batognica;1162;delno zahtevna označena pot;195
Batognica;1780;lahka označena pot;345
Bavški Grintavec;1847;zahtevna označena pot;330
Bavški Grintavec;1447;zelo zahtevna označena pot;270
Bavški Grintavec;1460;zelo zahtevna označena pot;285
Bedančev dom;306;lahka označena pot;50
Begunjski vrh;1511;delno zahtevna označena pot;270
Begunjski vrh;1446;zelo zahtevna označena pot;290
Begunjski vrh;1446;zahtevna označena pot;300
Begunjski vrh;1520;lahko brezpotje;270
Begunjski vrh;1330;zahtevna označena pot;390
Begunjski vrh;1640;lahka označena pot;345
Bela glava;800;lahko brezpotje;180
Belopotoški slap;30;lahka neoznačena steza;20
Belska planina;20;lahka označena pot;15
Belska planina;400;lahka neoznačena steza;115
Belska planina;235;lahka neoznačena steza;115
Belska planina;780;lahka neoznačena steza;210
Berjanca;405;lahka neoznačena steza;95
Berjanca;125;lahka neoznačena steza;60
Berjanca;810;lahka označena pot;190
Berjanca;825;lahka označena pot;175
Berjanca;205;lahka neoznačena steza;60
Bivak Hlek;991;lahka označena pot;135
Bivak Hlek;884;lahka označena pot;120
Bivak na Črniku;607;lahka označena pot;105
Bivak na Jezerih;1177;zahtevna neoznačena steza;240
Bivak na Rušju;965;lahka označena pot;180
Bivak pod Kotovim sedlom;857;zahtevna označena pot;180
Bivak pod Kotovim sedlom;857;lahka označena pot;190
Bivak pod Luknjo;465;lahka označena pot;105
Bivak pod Muzcem;1070;delno zahtevna označena pot;165
Bivak pod Špikom;674;lahka označena pot;120
Bivak pod Špikom;675;lahka označena pot;120
Bivak v Veliki Dnini;1250;zahtevno brezpotje;225
Bivak Za Akom;590;zahtevna označena pot;120
Blejska koča na Lipanci;325;lahka označena pot;105
Blejska koča na Lipanci;220;lahka označena pot;45
Blejska koča na Lipanci;338;lahka označena pot;60
Blejska koča na Lipanci;400;lahka označena pot;105
Blejska koča na Lipanci;280;lahka označena pot;45
Blejski grad;89;lahka neoznačena steza;40
Blejsko jezero;25;lahka neoznačena steza;90
Bogatin;1350;delno zahtevna označena pot;270
Bogatin;1530;delno zahtevna označena pot;330
Bogatin;1570;delno zahtevna označena pot;345
Bogatin;1320;delno zahtevna označena pot;270
Boršt;311;lahka neoznačena steza;60
Boršt;316;lahka neoznačena steza;80
Boršt;331;lahka neoznačena steza;60
Bovški Gamsovec;1377;zahtevna označena pot;270
Bovški Gamsovec;1390;zahtevna označena pot;285
Bovški Gamsovec;1750;zahtevna označena pot;315
Brda;588;lahka označena pot;120
Brda;598;lahka označena pot;120
Brda;1078;zahtevna označena pot;165
Brda;716;lahka označena pot;135
Brda;728;lahka označena pot;195
Brda;710;lahka označena pot;180
Brda;670;lahka označena pot;120
Brda;700;lahka označena pot;180
Brda;660;lahka označena pot;120
Briceljk;1648;zahtevna neoznačena steza;300
Brinova glava;645;zahtevna neoznačena steza;120
Čelo;1730;lahko brezpotje;420
Čelo;1550;lahko brezpotje;315
Čelo;1400;lahko brezpotje;440
Čelo;1600;delno zahtevna označena pot, lahko brezpotje;435
Čelo;1500;lahko brezpotje;435
Čelo;1500;delno zahtevna označena pot, lahko brezpotje;440
Čelo;1800;lahko brezpotje;465
Cesar;1000;zahtevno brezpotje;250
Četrt;900;delno zahtevna označena pot, lahko brezpotje;180
Četrt;1330;delno zahtevna označena pot, lahko brezpotje;255
Četrt;1240;delno zahtevna označena pot, lahko brezpotje;235
Četrt;1450;delno zahtevna označena pot;245
Ciprnik;965;lahka označena pot;180
Ciprnik;814;delno zahtevna neoznačena pot, lahka označena pot;135
Ciprnik;985;lahka označena pot;175
Ciprnik;911;lahko brezpotje;150
Čisti vrh;910;lahka neoznačena steza;210
Cmir;1700;zahtevna označena pot;360
Cmir;1600;zelo zahtevna označena pot;380
Cmir;1600;zahtevna označena pot;390
Cmir;1780;zahtevna označena pot;435
Črna gora;503;lahka neoznačena steza;75
Črna prst;1150;lahka označena pot;185
Črna prst;1027;lahka označena pot;150
Črna prst;894;lahka označena pot;150
Črna prst;1336;lahka označena pot;195
Črna prst;1059;lahka označena pot;165
Črna prst;1130;lahka označena pot;205
Črna prst;775;lahka označena pot;190
Črna prst;1374;lahka označena pot;220
Črna prst;1050;lahka označena pot;300
Črna prst;1325;lahka označena pot;280
Črna prst;1335;lahka označena pot;225
Črna prst;1450;lahka neoznačena steza;210
Črna prst;1345;lahka označena pot;240
Črna prst;1600;lahka označena pot;325
Črna prst;1345;lahka označena pot;240
Črno jezero;641;zahtevna označena pot;90
Črno jezero;1000;lahka označena pot;225
Črno jezero;500;lahka označena pot;160
Čukla;1067;lahka označena pot;180
Debela peč;604;lahka označena pot;135
Debela peč;720;lahka označena pot;135
Debela peč;722;lahka označena pot;150
Debela peč;1135;zahtevna označena pot;195
Debela peč;775;lahka označena pot;210
Debela peč;740;lahka označena pot;195
Debela peč;630;lahka označena pot;150
Debela peč;1175;zelo zahtevno brezpotje;225
Debela peč;1530;lahka označena pot;330
Debela peč;750;lahka označena pot;165
Debela peč;600;lahka označena pot;135
Debela peč;645;lahko brezpotje, lahka označena pot;130
Debela peč;675;lahko brezpotje, lahka označena pot;145
Debeli vrh;1300;zahtevno brezpotje;240
Debeli vrh nad Lipanco;750;lahka označena pot;165
Debeli vrh nad Lipanco;552;lahka označena pot;135
Debeli vrh nad Lipanco;710;lahka označena pot;150
Debeli vrh nad Lipanco;640;lahka neoznačena steza;135
Debeli vrh nad Lipanco;785;lahka označena pot;195
Dobra gora;135;lahka neoznačena steza;20
Dolina Škratov;400;lahka označena pot;80
Dolkova špica;1566;zahtevna označena pot;315
Dolkova špica;1700;zelo zahtevna označena pot;360
Dolkova špica;1576;zelo zahtevno brezpotje;300
Dolkova špica;1750;zelo zahtevna označena pot;345
Dolkova špica;1860;zelo zahtevna označena pot;380
Dom na Komni;867;lahka označena pot;150
Dom na Komni;1050;zahtevna označena pot;185
Dom na Komni;700;lahka označena pot;300
Dom na Komni;1115;lahka označena pot;300
Dom na Komni;800;lahka označena pot;255
Dom na Komni;1140;lahka označena pot;315
Dom na Komni;985;delno zahtevna označena pot;345
Dom na Komni;1100;delno zahtevna neoznačena pot;240
Dom na Komni;1400;lahka označena pot;375
Dom na Komni;1450;lahka označena pot;405
Dom na Komni;1100;lahka neoznačena steza;285
Dom na Komni;885;lahka označena pot;345
Dom Petra Skalarja na Kaninu;1250;lahka označena pot;255
Dom Petra Skalarja na Kaninu;120;zahtevna označena pot;50
Dom Petra Skalarja na Kaninu;200;zahtevna označena pot;65
Dom Planika pod Triglavom;1471;lahka označena pot;270
Dom Planika pod Triglavom;1250;zahtevna označena pot;270
Dom Planika pod Triglavom;1900;zahtevna označena pot;375
Dom Planika pod Triglavom;1800;zahtevna označena pot;405
Dom Planika pod Triglavom;1300;zahtevna označena pot;300
Dom Planika pod Triglavom;1415;lahka neoznačena steza, zahtevna označena pot;315
Dom Planika pod Triglavom;1525;zahtevna označena pot;305
Dom Planika pod Triglavom;2020;zahtevna označena pot;390
Dom pri Krnskih jezerih;700;lahka označena pot;120
Dom pri Krnskih jezerih;1175;lahka označena pot;320
Dom v Tamarju;185;lahka označena pot;45
Dom v Tamarju;190;lahka označena pot;45
Dom v Tamarju;280;lahka neoznačena steza, lahka označena pot;90
Dom Valentina Staniča pod Triglavom;1382;delno zahtevna označena pot;240
Dom Valentina Staniča pod Triglavom;1500;lahka označena pot;315
Dom Valentina Staniča pod Triglavom;1317;zelo zahtevna označena pot;260
Dom Valentina Staniča pod Triglavom;1317;zahtevna označena pot;270
Dom Valentina Staniča pod Triglavom;1200;zahtevna označena pot;360
